id,consum_activity,service_type,is_allow_report,market_activ_6_mon,market_activ_cur_mon,duration,promo,pop_cat_goods,mean_view_cat_per_visit,unpaid_goods_per_quater,serv_error,webpage_per_visit,last_last_rev,last_rev,current_rev,last_dur_minutes,current_dur_minutes
215562,Снизилась,премиум,да,2.4,5,692,0.35,Домашний текстиль,1,7,1,2,4435.0,4330.0,4168.5,8,10
215563,Снизилась,премиум,да,3.9,5,956,0.35,Косметика и аксесуары,2,2,6,7,6036.5,4985.0,6114.5,10,9
215564,Снизилась,стандарт,нет,3.9,3,618,0.24,Техника для красоты и здоровья,2,10,3,5,2890.0,4213.0,3334.6,12,12
215565,Снизилась,стандарт,нет,2.4,4,522,0.99,Кухонная посуда,2,5,4,4,4657.0,4492.0,5104.2,11,12
215566,Снизилась,премиум,да,2.4,4,785,0.24,Товары для детей,3,1,3,6,3877.0,4702.0,4191.6,8,14
215567,Снизилась,стандарт,да,3.4,3,853,0.24,Домашний текстиль,2,6,5,4,5259.0,4755.0,6079.3,11,8
215568,Снизилась,премиум,да,4.0,5,1073,0.4,Товары для детей,4,2,3,3,2909.0,4740.0,3933.4,10,10
215569,Снизилась,премиум,да,5.6,3,953,0.93,Косметика и аксесуары,2,1,3,6,5348.0,4856.0,6120.2,11,12
215570,Снизилась,премиум,да,3.1,4,808,0.28,Косметика и аксесуары,3,2,3,6,5581.0,4729.0,6299.9,10,10
215571,Снизилась,стандарт,да,4.8,5,483,0.39,Косметика и аксесуары,2,7,1,2,5874.5,4709.0,5719.8,12,8
215572,Снизилась,стандарт,да,3.5,4,676,0.32,Техника для красоты и здоровья,3,7,3,3,3879.0,4822.0,4033.7,16,15
215573,Снизилась,стандарт,да,4.1,4,706,0.99,Кухонная посуда,2,6,2,6,5418.0,4671.0,5501.2,12,12
215574,Снизилась,премиум,да,3.0,4,951,0.22,Домашний текстиль,2,5,2,6,5974.0,5053.0,7047.8,14,9
215575,Снизилась,стандарт,да,3.1,4,435,0.23,Кухонная посуда,3,0,7,2,4132.5,4530.0,4539.4,7,6
215576,Снизилась,премиум,да,4.0,5,840,0.4,Косметика и аксесуары,3,1,5,5,5764.5,4500.0,6222.1,8,9
215577,Снизилась,стандарт,да,3.9,3,564,0.93,Техника для красоты и здоровья,3,4,2,5,4942.0,4774.0,5663.5,12,13
215578,Снизилась,стандарт,да,2.4,4,699,0.35,Мелкая бытовая техника и электроника,2,4,5,3,5328.5,4778.0,5801.7,10,7
215579,Снизилась,стандарт,нет,3.6,3,710,0.36,Товары для детей,3,5,2,1,5516.5,4393.0,6202.9,6,11
215580,Снизилась,премиум,да,4.4,4,966,0.28,Мелкая бытовая техника и электроника,3,3,2,4,5309.5,4657.0,5635.8,8,9
215581,Снизилась,стандарт,да,4.0,3,171,0.25,Товары для детей,3,4,3,5,4700.0,4798.0,4679.2,8,12
215582,Снизилась,стандарт,да,4.0,3,763,0.35,Товары для детей,3,3,2,3,4180.0,4688.0,4414.0,12,13
215583,Снизилась,стандарт,нет,3.8,4,623,0.24,Домашний текстиль,1,7,5,4,5553.5,4769.0,6068.3,13,10
215584,Снизилась,стандарт,нет,3.4,4,731,0.34,Косметика и аксесуары,3,2,6,2,5616.0,4470.0,6061.9,6,11
215585,Снизилась,премиум,да,3.9,4,1044,0.3,Кухонная посуда,3,5,6,5,5752.5,4335.0,6298.5,12,9
215586,Снизилась,премиум,да,4.1,4,557,0.94,Техника для красоты и здоровья,1,8,3,3,4148.0,4349.0,3742.4,11,14
215587,Снизилась,премиум,да,4.6,4,800,0.93,Домашний текстиль,4,2,5,4,5551.0,4912.0,5549.7,7,7
215588,Снизилась,стандарт,да,3.9,5,529,0.36,Домашний текстиль,2,6,2,1,4776.0,4293.0,5198.5,8,11
215589,Снизилась,стандарт,да,4.8,5,574,0.27,Косметика и аксесуары,2,0,8,5,5372.0,4871.0,6363.9,8,4
215590,Снизилась,стандарт,нет,2.4,4,427,0.29,Товары для детей,5,8,3,4,4321.0,4604.0,4640.8,12,14
215591,Снизилась,стандарт,нет,5.6,4,631,0.4,Товары для детей,3,1,2,2,5175.0,4728.0,5804.2,7,7
215592,Снизилась,премиум,да,4.6,4,486,0.22,Товары для детей,3,2,3,2,4995.5,4643.0,4877.2,8,9
215593,Снизилась,премиум,нет,4.6,3,947,0.33,Товары для детей,6,8,3,5,3141.0,4414.0,4005.5,8,9
215594,Снизилась,стандарт,да,4.2,4,627,0.9,Товары для детей,6,9,5,8,4107.0,4971.0,4395.6,13,10
215595,Снизилась,стандарт,да,3.9,3,332,0.3,Домашний текстиль,2,5,5,1,6399.5,4751.0,5857.4,12,9
215596,Снизилась,стандарт,да,1.5,4,684,0.9,Косметика и аксесуары,3,0,2,4,4917.0,4824.0,5175.7,14,8
215597,Снизилась,стандарт,нет,4.4,5,868,0.4,Домашний текстиль,2,7,8,5,5918.0,4568.0,6466.6,13,10
215598,Снизилась,премиум,да,3.0,3,449,0.89,Товары для детей,1,5,3,6,4900.5,4740.0,4881.0,10,11
215599,Снизилась,стандарт,да,3.4,4,716,0.28,Домашний текстиль,2,9,4,6,6058.0,4546.0,6614.4,12,8
215600,Снизилась,стандарт,да,2.4,4,446,0.29,Кухонная посуда,1,6,3,4,6134.0,4646.0,5781.7,13,14
215601,Снизилась,премиум,да,0.9,4,468,0.23,Техника для красоты и здоровья,1,6,4,4,4027.0,4693.0,4653.6,10,14
215602,Снизилась,премиум,да,3.5,4,1072,0.35,Техника для красоты и здоровья,3,7,5,5,3531.0,4426.0,4547.6,14,9
215603,Снизилась,стандарт,да,1.4,4,556,0.33,Косметика и аксесуары,2,3,3,2,5926.5,5025.0,6784.5,14,9
215604,Снизилась,стандарт,нет,3.1,5,458,0.99,Косметика и аксесуары,1,5,3,4,4449.0,4308.0,4459.4,8,10
215605,Снизилась,премиум,да,3.9,4,637,0.24,Кухонная посуда,3,5,2,6,4613.5,4510.0,4898.2,10,14
215606,Снизилась,стандарт,нет,3.5,5,428,0.3,Кухонная посуда,2,4,2,3,5123.0,4583.0,5243.9,10,7
215607,Снизилась,премиум,да,3.0,3,862,0.94,Косметика и аксесуары,1,5,2,8,4397.0,4313.0,4922.2,9,11
215608,Снизилась,премиум,нет,3.5,3,816,0.35,Косметика и аксесуары,3,2,3,5,4884.5,4550.0,4402.2,10,6
215609,Снизилась,премиум,да,3.8,5,636,0.94,Косметика и аксесуары,3,2,6,3,4732.5,4443.0,5747.8,8,8
215610,Снизилась,стандарт,да,4.6,4,684,0.25,Товары для детей,3,4,4,6,4281.0,4795.0,4747.7,13,8
215611,Снизилась,стандарт,да,3.9,3,519,0.4,Товары для детей,1,8,3,5,4237.0,4673.0,4617.9,14,13
215612,Снизилась,премиум,нет,4.4,3,255,0.94,Домашний текстиль,3,5,7,7,5848.5,4410.0,6687.0,8,12
215613,Снизилась,стандарт,да,4.4,4,627,0.93,Техника для красоты и здоровья,3,7,3,4,3563.0,4457.0,4700.5,11,12
215614,Снизилась,стандарт,да,4.0,3,952,0.22,Кухонная посуда,4,5,1,5,5808.0,4767.0,6593.2,14,11
215615,Снизилась,стандарт,да,2.4,4,205,0.28,Кухонная посуда,1,5,4,2,5215.0,4846.0,5722.0,13,8
215616,Снизилась,стандарт,нет,4.0,5,862,0.25,Товары для детей,2,7,6,5,5604.0,4308.0,6055.1,10,8
215617,Снизилась,стандарт,да,0.9,4,728,0.9,Домашний текстиль,2,3,2,4,4798.5,4377.0,5184.6,10,14
215618,Снизилась,стандарт,нет,4.1,5,657,0.35,Товары для детей,2,6,2,4,5612.5,4441.0,6103.9,10,7
215619,Снизилась,премиум,да,4.8,3,789,0.28,Косметика и аксесуары,2,4,3,3,4889.5,4624.0,5543.4,10,12
215620,Снизилась,премиум,да,1.7,4,704,0.32,Косметика и аксесуары,1,6,3,4,4832.5,4423.0,5247.2,9,12
215621,Снизилась,премиум,да,3.5,3,1076,0.22,Кухонная посуда,4,3,3,7,5025.0,4578.0,5582.7,7,11
215622,Снизилась,стандарт,нет,3.1,5,639,0.28,Косметика и аксесуары,2,5,4,4,4996.0,4588.0,5054.5,9,10
215623,Снизилась,стандарт,да,3.4,4,519,0.9,Товары для детей,2,4,4,3,4101.0,4399.0,4457.2,9,12
215624,Снизилась,премиум,нет,2.4,4,399,0.35,Косметика и аксесуары,2,4,3,3,5009.0,4646.0,4439.6,7,15
215625,Снизилась,стандарт,да,4.1,4,464,0.94,Косметика и аксесуары,2,5,1,3,5348.5,4777.0,5674.8,11,6
215626,Снизилась,стандарт,да,2.7,5,171,0.95,Товары для детей,1,1,2,2,4328.0,4415.0,3925.0,5,10
215627,Снизилась,стандарт,да,4.0,3,451,0.89,Домашний текстиль,2,4,3,2,5022.0,4527.0,4470.8,8,6
215628,Снизилась,стандарт,да,4.0,4,618,0.93,Товары для детей,3,5,2,2,3783.0,4566.0,3848.0,9,10
215629,Снизилась,стандарт,да,4.0,3,627,0.4,Домашний текстиль,3,4,3,6,6136.5,4845.0,7160.9,11,13
215630,Снизилась,стандарт,нет,3.8,3,388,0.21,Косметика и аксесуары,2,7,2,2,5559.5,4583.0,5810.4,15,14
215631,Снизилась,стандарт,нет,4.6,5,345,0.28,Товары для детей,2,2,1,1,5020.5,4566.0,4802.1,6,7
215632,Снизилась,премиум,да,4.0,3,933,0.24,Домашний текстиль,4,4,4,5,6097.0,4729.0,6324.5,10,11
215633,Снизилась,премиум,да,4.4,4,693,0.3,Мелкая бытовая техника и электроника,2,2,3,2,6351.0,4446.0,6598.0,10,13
215634,Снизилась,премиум,да,2.6,4,780,0.99,Косметика и аксесуары,2,7,3,6,6407.5,4780.0,6775.4,7,8
215635,Снизилась,премиум,да,4.1,3,839,0.22,Домашний текстиль,4,1,5,6,5167.0,4900.0,5772.8,11,11
215636,Снизилась,стандарт,да,3.5,5,749,0.3,Товары для детей,1,6,5,6,5800.0,4507.0,6125.0,8,10
215637,Снизилась,стандарт,да,2.4,5,553,0.24,Кухонная посуда,3,3,1,2,5280.0,4755.0,5010.9,13,11
215638,Снизилась,стандарт,да,2.4,4,549,0.3,Кухонная посуда,1,6,3,2,5195.0,4436.0,4924.6,14,12
215639,Снизилась,премиум,да,2.7,5,845,0.32,Товары для детей,2,2,5,4,5730.5,4379.0,6957.7,6,10
215640,Снизилась,стандарт,да,2.4,4,251,0.32,Техника для красоты и здоровья,2,7,1,5,4213.0,4310.0,4291.0,13,10
215641,Снизилась,премиум,да,4.1,4,666,0.99,Товары для детей,2,3,7,6,4450.0,4459.0,5129.9,7,9
215642,Снизилась,премиум,да,3.8,4,962,0.3,Косметика и аксесуары,2,2,2,5,4857.0,4419.0,5455.0,7,7
215643,Снизилась,премиум,да,4.8,4,672,0.39,Товары для детей,1,5,4,6,6227.0,4931.0,6267.3,7,10
215644,Снизилась,премиум,да,3.5,5,929,0.99,Техника для красоты и здоровья,3,3,4,5,3479.0,4772.0,4125.1,13,10
215645,Снизилась,стандарт,да,4.4,4,582,0.99,Косметика и аксесуары,1,4,2,4,5170.5,4782.0,5342.1,10,11
215646,Снизилась,стандарт,нет,2.9,3,657,0.24,Товары для детей,4,0,3,4,4918.0,4636.0,4804.9,8,9
215647,Снизилась,стандарт,да,3.9,5,529,0.22,Товары для детей,2,7,2,2,3868.0,4372.0,4138.4,10,9
215648,Снизилась,стандарт,да,3.0,5,537,0.27,Кухонная посуда,3,6,5,2,6059.5,4585.0,6716.0,10,9
215649,Снизилась,стандарт,да,4.6,4,718,0.32,Товары для детей,1,5,5,3,5179.5,4503.0,5663.1,9,9
215650,Снизилась,стандарт,нет,3.1,3,810,0.89,Домашний текстиль,4,4,4,3,5961.0,4698.0,6510.9,9,6
215651,Снизилась,стандарт,нет,2.4,3,715,0.4,Кухонная посуда,3,5,5,5,5109.5,4217.0,5498.2,10,8
215652,Снизилась,стандарт,да,5.6,3,805,0.99,Домашний текстиль,2,1,3,4,5567.0,4940.0,6166.3,12,11
215653,Снизилась,стандарт,нет,5.6,5,181,0.31,Мелкая бытовая техника и электроника,1,5,3,4,5121.0,4719.0,5854.2,7,13
215654,Снизилась,премиум,нет,1.4,4,684,0.94,Товары для детей,3,6,1,6,3548.0,4656.0,4170.7,11,9
215655,Снизилась,стандарт,да,3.9,4,819,0.94,Товары для детей,1,9,4,2,4414.0,4847.0,4909.3,13,10
215656,Снизилась,стандарт,да,3.8,5,217,0.39,Косметика и аксесуары,2,2,5,4,4497.0,4227.0,5642.3,7,10
215657,Снизилась,премиум,да,5.6,5,736,0.32,Косметика и аксесуары,2,4,5,4,4805.5,4519.0,5845.5,11,9
215658,Снизилась,стандарт,нет,5.6,5,163,0.36,Товары для детей,1,3,3,2,5937.0,4680.0,5788.8,9,10
215659,Снизилась,стандарт,нет,1.4,3,822,0.36,Товары для детей,2,5,7,6,5792.0,4709.0,6886.6,7,10
215660,Снизилась,стандарт,да,4.0,5,618,0.39,Товары для детей,2,4,5,2,3299.0,4532.0,3328.9,6,12
215661,Снизилась,стандарт,да,3.5,3,1012,0.4,Техника для красоты и здоровья,4,5,3,5,3715.0,4511.0,4638.0,11,9
215662,Снизилась,стандарт,да,2.9,3,441,0.39,Товары для детей,2,0,1,7,5197.5,4722.0,5908.6,7,9
215663,Снизилась,стандарт,да,2.6,4,302,0.28,Товары для детей,1,2,5,4,5303.5,4291.0,5482.9,5,6
215664,Снизилась,премиум,да,3.4,4,822,0.21,Кухонная посуда,3,4,2,3,6402.0,4944.0,7019.5,8,11
215665,Снизилась,стандарт,нет,3.8,3,732,0.25,Домашний текстиль,3,5,2,3,5032.0,4741.0,5181.5,11,10
215666,Снизилась,стандарт,да,3.5,5,703,0.22,Товары для детей,2,2,8,2,4945.0,4138.0,5150.4,6,10
215667,Снизилась,премиум,да,3.0,4,467,0.95,Косметика и аксесуары,2,6,7,3,5159.0,4544.0,5424.2,8,8
215668,Снизилась,премиум,да,4.4,4,343,0.94,Товары для детей,2,9,2,2,5567.5,4723.0,5293.2,6,9
215669,Снизилась,стандарт,да,4.1,3,551,0.94,Товары для детей,2,3,3,5,5213.0,4934.0,5123.3,8,11
215670,Снизилась,стандарт,да,4.1,4,490,0.98,Кухонная посуда,3,7,3,2,5415.0,4563.0,5723.1,9,11
215671,Снизилась,премиум,да,4.0,4,820,0.22,Косметика и аксесуары,1,4,8,6,5379.5,4670.0,6034.7,7,8
215672,Снизилась,стандарт,да,4.4,5,261,0.31,Кухонная посуда,1,6,1,2,4911.0,4128.0,4890.2,9,12
215673,Снизилась,стандарт,нет,2.4,5,340,0.4,Домашний текстиль,1,5,1,3,4604.5,4105.0,4458.9,8,11
215674,Снизилась,стандарт,да,3.0,4,304,0.25,Домашний текстиль,1,6,5,3,4789.5,4305.0,4762.2,11,11
215675,Снизилась,стандарт,да,5.5,5,726,0.16,Товары для детей,4,5,7,5,5150.5,5326.0,5128.4,13,14
215676,Снизилась,стандарт,да,4.2,3,280,0.17,Домашний текстиль,1,2,3,14,5035.0,4741.0,5419.8,11,16
215677,Снизилась,премиум,да,4.6,4,993,0.24,Домашний текстиль,2,3,9,11,4829.0,4538.0,5211.2,17,16
215678,Снизилась,стандарт,да,5.2,4,205,0.11,Техника для красоты и здоровья,2,3,2,5,5252.0,4876.0,5055.7,19,16
215679,Снизилась,стандарт,нет,5.5,3,712,0.95,Домашний текстиль,2,0,6,11,4541.0,5315.0,5341.8,18,18
215680,Снизилась,премиум,да,4.4,4,844,0.3,Товары для детей,1,5,3,15,4853.0,4859.0,4977.8,11,12
215681,Снизилась,стандарт,нет,4.8,3,788,0.21,Товары для детей,2,3,7,16,4477.0,5086.0,4079.2,15,19
215682,Снизилась,премиум,да,5.8,3,724,0.17,Косметика и аксесуары,1,1,3,6,6274.5,5124.0,7401.6,11,13
